Formula, something, somethingelse,Formula_mono_iso_wt_nat
C13H9NO2,12,14,211.0633285
C20H20O4,12,14,324.1361591
C13H9NO3,12,14,227.0582432
C20H20O5,12,14,340.1310738
C13H9NO4,12,14,243.0531578
C20H20O6,12,14,356.1259884
C20H20O7,12,14,372.120903
C15H14O,12,14,210.1044651
C2H5N3O2,12,14,103.0381764
C18H24O5S,12,14,352.1344446
C12H15N4O2S+,12,14,279.0910229
C48H82O18,12,14,946.5501158
C13H21N5O,12,14,263.1746103
C8H5Cl3O3,12,14,253.9304272
C27H21N3O10,12,14,547.1226939
C10H18N4S,12,14,226.1252173
C33H47NO13,12,14,665.3047406
C12H19N4O10P3S,12,14,504.0034731
C33H45NO9,12,14,599.309432
C28H48N8O17P3S,12,14,893.2070974
C15H24N2O16P2,12,14,550.0601058
C23H28ClN3O5S,12,14,493.1438194
C22H27N9O7S2,12,14,593.1474856
C16H24N4O10P2S,12,14,526.0688367
C33H37N5O5,12,14,583.2794693
C10Cl12,12,14,539.6262325
C24H40N5O8,12,14,526.2876883
C5H12O8P2,12,14,262.0007404
C12H7Cl3,12,14,255.9613334
C17H24O2,12,14,260.17763
C24H31O8-,12,14,447.2024416
C17H24O3,12,14,276.1725446
C17H14F3N3O2S,12,14,381.075882
C17H24O4,12,14,292.1674593
C21H20NO4+,12,14,350.1386846
C17H24O5,12,14,308.1623739
C17H24O6,12,14,324.1572885
C7H15O10P,12,14,290.0402832
C17H24O9,12,14,372.1420324
C30H24O6,12,14,480.1572885
C7H5NS2,12,14,166.9863405
C25H34O10,12,14,494.2151973
C14H20ClNO2,12,14,269.1182566
C33H46O7,12,14,554.3243538
C3H10N3O3S+,12,14,168.0437383
C18H24O,12,14,256.1827154
C25H34O11,12,14,510.2101119
C30H24O9,12,14,528.1420324
C33H46O8,12,14,570.3192685
C25H34O13,12,14,542.1999412
C33H46O9,12,14,586.3141831
C25H34O14,12,14,558.1948558
C35H60N2O4+2,12,14,572.4542113
C12H17N2O4P,12,14,284.0925936
C44H54N4O16,12,14,894.3534817
C12H20N2O,12,14,208.1575633
CH3O5P,12,14,125.9718097
C13H19NO2,12,14,221.1415789
C20H21N7O7,12,14,471.1502461
C13H19NO3,12,14,237.1364935
C15H16O,12,14,212.1201151
C13H8F2O3,12,14,250.0441505
C56H78N4O6,12,14,902.5921363
C24H31N7O6,12,14,513.2335818
C3H4Cl2F2O,12,14,163.9607266
C6H10N3O4P,12,14,219.0408923
C36H49N5O8S,12,14,711.3301843
C24H31O9-,12,14,463.1973562
C62H114N2O23,12,14,1254.781238
C8H14N2O5S,12,14,250.0623423
C7H19N3,12,14,145.1578976
C14H16N2O2,12,14,244.1211778
C25H21N3O2,12,14,395.1633769
C14H16N2O3,12,14,260.1160924
C16H16N2O3S,12,14,316.0881631
C35H32MgN4O5,12,14,612.2223121
C14H16N2O6,12,14,308.1008363
C22H18N2O4,12,14,374.1266571
C14H16N2O7,12,14,324.0957509
C14H16N2O8,12,14,340.0906655
C27H28O5,12,14,432.193674
C18H26N2O4,12,14,334.1892573
C6H12F2N2O2,12,14,182.086684
C18H20N2,12,14,264.1626487
C27H28O6,12,14,448.1885886
C58H84CoN16O11+,12,14,1239.583199
C22H18N2O9,12,14,454.1012302
C24H33NO4,12,14,399.2409586
C26H28N2O5,12,14,448.199822
C19H22KN3O4S,12,14,427.0968088
